abilities	against_bug	against_dark	against_dragon	against_electric	against_fairy	against_fight	against_fire	against_flying	against_ghost	against_grass	against_ground	against_ice	against_normal	against_poison	against_psychic	against_rock	against_steel	against_water	attack	base_egg_steps	base_happiness	base_total	capture_rate	classfication	defense	experience_growth	hp	japanese_name	name	pokedex_number	sp_attack	sp_defense	speed	type1	generation	is_legendary
"['Intimidate', 'Run Away', 'Rattled']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	80	5120	70	300	190	Fairy Pokmon	50	800000	60	Bulu?u???[	Snubbull	209	40	40	30	fairy	2	0
"['Intimidate', 'Quick Feet', 'Rattled']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	120	5120	70	450	75	Fairy Pokmon	75	800000	90	Granbulu?O?????u??	Granbull	210	60	60	45	fairy	2	0
"['Poison Point', 'Swift Swim', 'Intimidate']"	0.5	1	1	2	0.5	0.5	0.5	1	1	1	2	0.5	1	0.5	2	1	0.5	0.5	95	5120	70	440	45	Balloon Pokmon	85	1000000	65	Harysen?n???[?Z??	Qwilfish	211	55	55	85	water	2	0
"['Swarm', 'Technician', 'Light Metal']"	0.5	1	0.5	1	0.5	1	4	1	1	0.25	1	0.5	0.5	0	0.5	1	0.5	1	150	6400	70	600	25	Pincer Pokmon	140	1000000	70	Hassam?n?b?T??	Scizor	212	65	100	75	bug	2	0
"['Sturdy', 'Gluttony', 'Contrary']"	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	2	2	2	10	5120	70	505	190	Mold Pokmon	230	1059860	20	Tsubotsubo?c?{?c?{	Shuckle	213	10	230	5	bug	2	0
"['Swarm', 'Guts', 'Moxie']"	0.5	0.5	1	1	2	0.5	2	4	1	0.5	0.5	1	1	1	2	1	1	1	185	6400	70	600	45	Singlehorn Pokmon	115	1250000	80	Heracros?w???N???X	Heracross	214	40	105	75	bug	2	0
"['Inner Focus', 'Keen Eye', 'Pickpocket']"	2	0.5	1	1	2	4	2	1	0.5	1	1	0.5	1	1	0	2	2	1	95	5120	35	430	60	Sharp Claw Pokmon	55	1059860	55	Nyula?j???[??	Sneasel	215	35	75	115	dark	2	0
"['Pickup', 'Quick Feet', 'Honey Gather']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	80	5120	70	330	120	Little Bear Pokmon	50	1000000	60	Himeguma?q???O?}	Teddiursa	216	50	50	40	normal	2	0
"['Guts', 'Quick Feet', 'Unnerve']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	130	5120	70	500	60	Hibernator Pokmon	75	1000000	90	Ringuma?????O?}	Ursaring	217	75	75	55	normal	2	0
"['Magma Armor', 'Flame Body', 'Weak Armor']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	40	5120	70	250	190	Lava Pokmon	40	1000000	40	Magmag?}?O?}?b?O	Slugma	218	70	40	20	fire	2	0
"['Magma Armor', 'Flame Body', 'Weak Armor']"	0.5	1	1	1	0.5	2	0.25	0.5	1	1	4	0.5	0.5	0.5	1	2	1	4	50	5120	70	430	75	Lava Pokmon	120	1000000	60	Magcargot?}?O?J???S	Magcargo	219	90	80	30	fire	2	0
"['Oblivious', 'Snow Cloak', 'Thick Fat']"	1	1	1	0	1	2	2	1	1	2	1	1	1	0.5	1	1	2	2	50	5120	70	250	225	Pig Pokmon	40	1250000	50	Urimoo?E?????[	Swinub	220	30	30	50	ice	2	0
"['Oblivious', 'Snow Cloak', 'Thick Fat']"	1	1	1	0	1	2	2	1	1	2	1	1	1	0.5	1	1	2	2	100	5120	70	450	75	Swine Pokmon	80	1250000	100	Inomoo?C?m???[	Piloswine	221	60	60	50	ice	2	0
"['Hustle', 'Natural Cure', 'Regenerator']"	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	55	5120	70	410	60	Coral Pokmon	95	800000	65	Sunnygo?T?j?[?S	Corsola	222	65	95	35	water	2	0
"['Hustle', 'Sniper', 'Moody']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	5120	70	300	190	Jet Pokmon	35	1000000	35	Teppouo?e?b?|?E?I	Remoraid	223	65	35	65	water	2	0
"['Suction Cups', 'Sniper', 'Moody']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	105	5120	70	480	75	Jet Pokmon	75	1000000	75	Okutank?I?N?^??	Octillery	224	105	75	45	water	2	0
"['Vital Spirit', 'Hustle', 'Insomnia']"	0.5	1	1	2	1	1	2	1	1	0.5	0	1	1	1	1	4	2	1	55	5120	70	330	45	Delivery Pokmon	45	800000	45	Delibird?f???o?[?h	Delibird	225	65	45	75	ice	2	0
"['Swift Swim', 'Water Absorb', 'Water Veil']"	0.5	1	1	4	1	0.5	0.5	1	1	1	0	1	1	1	1	2	0.5	0.5	40	6400	70	485	25	Kite Pokmon	70	1250000	85	Mantain?}???^?C??	Mantine	226	80	140	70	water	2	0
"['Keen Eye', 'Sturdy', 'Weak Armor']"	0.25	1	0.5	2	0.5	1	2	0.5	1	0.25	0	1	0.5	0	0.5	1	0.5	1	80	6400	70	465	25	Armor Bird Pokmon	140	1250000	65	Airmd?G?A?[???h	Skarmory	227	40	70	70	steel	2	0
"['Early Bird', 'Flash Fire', 'Unnerve']"	1	0.5	1	1	1	2	0.5	1	0.5	0.5	2	0.5	1	1	0	2	0.5	2	60	5120	35	330	120	Dark Pokmon	30	1250000	45	Delvil?f???r??	Houndour	228	80	50	65	dark	2	0
"['Early Bird', 'Flash Fire', 'Unnerve']"	1	0.5	1	1	1	2	0.5	1	0.5	0.5	2	0.5	1	1	0	2	0.5	2	90	5120	35	600	45	Dark Pokmon	90	1250000	75	Hellgar?w???K?[	Houndoom	229	140	90	115	dark	2	0
"['Swift Swim', 'Sniper', 'Damp']"	1	1	2	1	2	1	0.25	1	1	1	1	1	1	1	1	1	0.5	0.25	95	5120	70	540	45	Dragon Pokmon	95	1000000	75	Kingdra?L???O?h??	Kingdra	230	95	95	85	water	2	0
"['Pickup', 'Sand Veil']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	60	5120	70	330	120	Long Nose Pokmon	60	1000000	90	Gomazou?S?}?]?E	Phanpy	231	40	40	40	ground	2	0
"['Sturdy', 'Sand Veil']"	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	120	5120	70	500	60	Armor Pokmon	120	1000000	90	Donfan?h???t?@??	Donphan	232	60	60	50	ground	2	0
"['Trace', 'Download', 'Analytic']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	80	5120	70	515	45	Virtual Pokmon	90	1000000	85	Porygon2?|???S???Q	Porygon2	233	105	95	60	normal	2	0
"['Intimidate', 'Frisk', 'Sap Sipper']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	95	5120	70	465	45	Big Horn Pokmon	62	1250000	73	Odoshishi?I?h?V?V	Stantler	234	85	65	85	normal	2	0
"['Own Tempo', 'Technician', 'Moody']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	20	5120	70	250	45	Painter Pokmon	35	800000	55	Doble?h?[?u??	Smeargle	235	20	45	75	normal	2	0
"['Guts', 'Steadfast', 'Vital Spirit']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	35	6400	70	210	75	Scuffle Pokmon	35	1000000	35	Balkie?o???L?[	Tyrogue	236	35	35	35	fighting	2	0
"['Intimidate', 'Technician', 'Steadfast']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	95	6400	70	455	45	Handstand Pokmon	95	1000000	50	Kapoerer?J?|?G???[	Hitmontop	237	35	110	70	fighting	2	0
"['Oblivious', 'Forewarn', 'Hydration']"	2	2	1	1	1	1	2	1	2	1	1	0.5	1	1	0.5	2	2	1	30	6400	70	305	45	Kiss Pokmon	15	1000000	45	Muchul???`???[??	Smoochum	238	85	65	65	ice	2	0
"['Static', 'Vital Spirit']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	63	6400	70	360	45	Electric Pokmon	37	1000000	45	Elekid?G???L?b?h	Elekid	239	65	55	95	electric	2	0
"['Flame Body', 'Vital Spirit']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	75	6400	70	365	45	Live Coal Pokmon	37	1000000	45	Buby?u?r?B	Magby	240	70	55	83	fire	2	0
"['Thick Fat', 'Scrappy', 'Sap Sipper']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	80	5120	70	490	45	Milk Cow Pokmon	105	1250000	95	Miltank?~???^???N	Miltank	241	40	70	100	normal	2	0
"['Natural Cure', 'Serene Grace', 'Healer']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	10	10240	140	540	30	Happiness Pokmon	10	800000	255	Happinas?n?s?i?X	Blissey	242	75	135	55	normal	2	0
"['Pressure', 'Inner Focus']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	85	20480	35	580	3	Thunder Pokmon	75	1250000	90	Raikou???C?R?E	Raikou	243	115	100	115	electric	2	1
"['Pressure', 'Inner Focus']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	115	20480	35	580	3	Volcano Pokmon	85	1250000	115	Entei?G???e?C	Entei	244	90	75	100	fire	2	1
"['Pressure', 'Inner Focus']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	75	20480	35	580	3	Aurora Pokmon	115	1250000	100	Suicune?X?C?N??	Suicune	245	90	115	85	water	2	1
"['Guts', 'Sand Veil']"	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	64	10240	35	300	45	Rock Skin Pokmon	50	1250000	50	Yogiras???[?M???X	Larvitar	246	45	50	41	rock	2	0
['Shed Skin']	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	84	10240	35	410	45	Hard Shell Pokmon	70	1250000	70	Sanagiras?T?i?M???X	Pupitar	247	65	70	51	rock	2	0
"['Sand Stream', 'Unnerve']"	2	0.5	1	1	2	4	0.5	0.5	0.5	2	2	1	0.5	0.5	0	1	2	2	164	10240	35	700	45	Armor Pokmon	150	1250000	100	Bangiras?o???M???X	Tyranitar	248	95	120	71	rock	2	0
"['Pressure', 'Multiscale']"	1	2	1	2	1	0.25	1	1	2	0.5	0	2	1	1	0.5	2	1	1	90	30720	0	680	3	Diving Pokmon	130	1250000	106	Lugia???M?A	Lugia	249	90	154	110	psychic	2	1
"['Pressure', 'Regenerator']"	0.25	1	1	2	0.5	0.5	0.5	1	1	0.25	0	1	1	1	1	4	0.5	2	130	30720	0	680	3	Rainbow Pokmon	90	1250000	106	Houou?z?E?I?E	Ho-Oh	250	110	154	90	fire	2	1
['Natural Cure']	4	2	1	0.5	1	0.5	2	2	2	0.5	0.5	2	1	2	0.5	1	1	0.5	100	30720	100	600	45	Time Travel Pokmon	100	1059860	100	Celebi?Z???r?B	Celebi	251	100	100	100	psychic	2	1
"['Overgrow', 'Unburden']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	45	5120	70	310	45	Wood Gecko Pokmon	35	1059860	40	Kimori?L????	Treecko	252	65	55	70	grass	3	0
"['Overgrow', 'Unburden']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	65	5120	70	405	45	Wood Gecko Pokmon	45	1059860	50	Juptile?W???v?g??	Grovyle	253	85	65	95	grass	3	0
"['Overgrow', 'Unburden']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	110	5120	70	630	45	Forest Pokmon	75	1059860	70	Jukain?W???J?C??	Sceptile	254	145	85	145	grass	3	0
"['Blaze', 'Speed Boost']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	60	5120	70	310	45	Chick Pokmon	40	1059860	45	Achamo?A?`????	Torchic	255	70	50	45	fire	3	0
"['Blaze', 'Speed Boost']"	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	85	5120	70	405	45	Young Fowl Pokmon	60	1059860	60	Wakasyamo???J?V????	Combusken	256	85	60	55	fire	3	0
"['Blaze', 'Speed Boost']"	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	160	5120	70	630	45	Blaze Pokmon	80	1059860	80	Bursyamo?o?V???[??	Blaziken	257	130	80	100	fire	3	0
"['Torrent', 'Damp']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	70	5120	70	310	45	Mud Fish Pokmon	50	1059860	50	Mizugorou?~?Y?S???E	Mudkip	258	50	50	40	water	3	0
"['Torrent', 'Damp']"	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	85	5120	70	405	45	Mud Fish Pokmon	70	1059860	70	Numacraw?k?}?N???[	Marshtomp	259	60	70	50	water	3	0
"['Torrent', 'Damp']"	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	150	5120	70	635	45	Mud Fish Pokmon	110	1059860	100	Laglarge???O???[?W	Swampert	260	95	110	70	water	3	0
"['Run Away', 'Quick Feet', 'Rattled']"	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	55	3840	70	220	255	Bite Pokmon	35	1000000	35	Pochiena?|?`?G?i	Poochyena	261	30	30	35	dark	3	0
"['Intimidate', 'Quick Feet', 'Moxie']"	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	90	3840	70	420	127	Bite Pokmon	70	1000000	70	Graena?O???G?i	Mightyena	262	60	60	70	dark	3	0
"['Pickup', 'Gluttony', 'Quick Feet']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	30	3840	70	240	255	Tiny Racoon Pokmon	41	1000000	38	Jiguzaguma?W?O?U?O?}	Zigzagoon	263	30	41	60	normal	3	0
"['Pickup', 'Gluttony', 'Quick Feet']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	70	3840	70	420	90	Rush Pokmon	61	1000000	78	Massuguma?}?b?X?O?}	Linoone	264	50	61	100	normal	3	0
"['Shield Dust', 'Run Away']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	45	3840	70	195	255	Worm Pokmon	35	1000000	45	Kemusso?P???b?\	Wurmple	265	20	30	20	bug	3	0
['Shed Skin']	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	35	3840	70	205	120	Cocoon Pokmon	55	1000000	50	Karasalis?J???T???X	Silcoon	266	25	25	15	bug	3	0
"['Swarm', 'Rivalry']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	70	3840	70	395	45	Butterfly Pokmon	50	1000000	60	Agehunt?A?Q?n???g	Beautifly	267	100	50	65	bug	3	0
['Shed Skin']	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	35	3840	70	205	120	Cocoon Pokmon	55	1000000	50	Mayuld?}?????h	Cascoon	268	25	25	15	bug	3	0
"['Shield Dust', 'Compoundeyes']"	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	50	3840	70	385	45	Poison Moth Pokmon	70	1000000	60	Dokucale?h?N?P?C??	Dustox	269	50	90	65	bug	3	0
"['Swift Swim', 'Rain Dish', 'Own Tempo']"	2	1	1	1	1	1	1	2	1	1	0.5	1	1	2	1	1	0.5	0.25	30	3840	70	220	255	Water Weed Pokmon	30	1059860	40	Hassboh?n?X?{?[	Lotad	270	40	50	30	water	3	0
"['Swift Swim', 'Rain Dish', 'Own Tempo']"	2	1	1	1	1	1	1	2	1	1	0.5	1	1	2	1	1	0.5	0.25	50	3840	70	340	120	Jolly Pokmon	50	1059860	60	Hasubrero?n?X?u????	Lombre	271	60	70	50	water	3	0
"['Swift Swim', 'Rain Dish', 'Own Tempo']"	2	1	1	1	1	1	1	2	1	1	0.5	1	1	2	1	1	0.5	0.25	70	3840	70	480	45	Carefree Pokmon	70	1059860	80	Runpappa?????p?b?p	Ludicolo	272	90	100	70	water	3	0
"['Chlorophyll', 'Early Bird', 'Pickpocket']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	40	3840	70	220	255	Acorn Pokmon	50	1059860	40	Taneboh?^?l?{?[	Seedot	273	30	30	30	grass	3	0
"['Chlorophyll', 'Early Bird', 'Pickpocket']"	4	0.5	1	0.5	2	2	2	2	0.5	0.5	0.5	2	1	2	0	1	1	0.5	70	3840	70	340	120	Wily Pokmon	40	1059860	70	Konohana?R?m?n?i	Nuzleaf	274	60	40	60	grass	3	0
"['Chlorophyll', 'Early Bird', 'Pickpocket']"	4	0.5	1	0.5	2	2	2	2	0.5	0.5	0.5	2	1	2	0	1	1	0.5	100	3840	70	480	45	Wickid Pokmon	60	1059860	90	Dirteng?_?[?e???O	Shiftry	275	90	60	80	grass	3	0
"['Guts', 'Scrappy']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	55	3840	70	270	200	TinySwallow Pokmon	30	1059860	40	Subame?X?o??	Taillow	276	30	30	85	normal	3	0
"['Guts', 'Scrappy']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	85	3840	70	455	45	Swallow Pokmon	60	1059860	60	Ohsubame?I?I?X?o??	Swellow	277	75	50	125	normal	3	0
"['Keen Eye', 'Hydration', 'Rain Dish']"	0.5	1	1	4	1	0.5	0.5	1	1	1	0	1	1	1	1	2	0.5	0.5	30	5120	70	270	190	Seagull Pokmon	30	1000000	40	Camome?L??????	Wingull	278	55	30	85	water	3	0
"['Keen Eye', 'Drizzle', 'Rain Dish']"	0.5	1	1	4	1	0.5	0.5	1	1	1	0	1	1	1	1	2	0.5	0.5	50	5120	70	440	45	Water Bird Pokmon	100	1000000	60	Pelipper?y???b?p?[	Pelipper	279	95	70	65	water	3	0
"['Synchronize', 'Trace', 'Telepathy']"	1	1	0	1	1	0.25	1	1	2	1	1	1	1	2	0.5	1	2	1	25	5120	35	198	235	Feeling Pokmon	25	1250000	28	Ralts?????g?X	Ralts	280	45	35	40	psychic	3	0
"['Synchronize', 'Trace', 'Telepathy']"	1	1	0	1	1	0.25	1	1	2	1	1	1	1	2	0.5	1	2	1	35	5120	35	278	120	Emotion Pokmon	35	1250000	38	Kirlia?L?????A	Kirlia	281	65	55	50	psychic	3	0
"['Synchronize', 'Trace', 'Telepathy']"	1	1	0	1	1	0.25	1	1	2	1	1	1	1	2	0.5	1	2	1	85	5120	35	618	45	Embrace Pokmon	65	1250000	68	Sirnight?T?[?i?C?g	Gardevoir	282	165	135	100	psychic	3	0
"['Swift Swim', 'Rain Dish']"	1	1	1	2	1	0.5	1	2	1	1	0.5	0.5	1	1	1	2	0.5	0.5	30	3840	70	269	200	Pond Skater Pokmon	32	1000000	40	Ametama?A???^?}	Surskit	283	50	52	65	bug	3	0
"['Intimidate', 'Unnerve']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	60	3840	70	454	75	Eyeball Pokmon	62	1000000	70	Amemoth?A?????[?X	Masquerain	284	100	82	80	bug	3	0
"['Effect Spore', 'Poison Heal', 'Quick Feet']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	40	3840	70	295	255	Mushroom Pokmon	60	1640000	60	Kinococo?L?m?R?R	Shroomish	285	40	60	35	grass	3	0
"['Effect Spore', 'Poison Heal', 'Technician']"	1	0.5	1	0.5	2	1	2	4	1	0.5	0.5	2	1	2	2	0.5	1	0.5	130	3840	70	460	90	Mushroom Pokmon	80	1640000	60	Kinogassa?L?m?K?b?T	Breloom	286	60	60	70	grass	3	0
['Truant']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	60	3840	70	280	255	Slacker Pokmon	60	1250000	60	Namakero?i?}?P??	Slakoth	287	35	35	30	normal	3	0
['Vital Spirit']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	80	3840	70	440	120	Wild Monkey Pokmon	80	1250000	80	Yarukimono?????L???m	Vigoroth	288	55	55	90	normal	3	0
['Truant']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	160	3840	70	670	45	Lazy Pokmon	100	1250000	150	Kekking?P?b?L???O	Slaking	289	95	65	100	normal	3	0
"['Compoundeyes', 'Run Away']"	1	1	1	0	1	0.5	2	2	1	1	0.5	2	1	0.5	1	1	1	2	45	3840	70	266	255	Trainee Pokmon	90	600000	31	Tutinin?c?`?j??	Nincada	290	30	30	40	bug	3	0
"['Speed Boost', 'Infiltrator']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	90	3840	70	456	120	Ninja Pokmon	45	600000	61	Tekkanin?e?b?J?j??	Ninjask	291	50	50	160	bug	3	0
['Wonder Guard']	0.5	2	1	1	1	0	2	2	2	0.5	0.5	1	0	0.5	1	2	1	1	90	3840	70	236	45	Shed Pokmon	45	600000	1	Nukenin?k?P?j??	Shedinja	292	30	30	40	bug	3	0
"['Soundproof', 'Rattled']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	51	5120	70	240	190	Whisper Pokmon	23	1059860	64	Gonyonyo?S?j???j??	Whismur	293	51	23	28	normal	3	0
"['Soundproof', 'Scrappy']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	71	5120	70	360	120	Big Voice Pokmon	43	1059860	84	Dogohmb?h?S?[??	Loudred	294	71	43	48	normal	3	0
"['Soundproof', 'Scrappy']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	91	5120	70	490	45	Loud Noise Pokmon	63	1059860	104	Bakuong?o?N?I???O	Exploud	295	91	73	68	normal	3	0
"['Thick Fat', 'Guts', 'Sheer Force']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	60	5120	70	237	180	Guts Pokmon	30	1640000	72	Makunoshita?}?N?m?V?^	Makuhita	296	20	30	25	fighting	3	0
"['Thick Fat', 'Guts', 'Sheer Force']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	120	5120	70	474	200	Arm Thrust Pokmon	60	1640000	144	Hariteyama?n???e???}	Hariyama	297	40	60	50	fighting	3	0
"['Thick Fat', 'Huge Power', 'Sap Sipper']"	0.5	0.5	0	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	20	2560	70	190	150	Polka Dot Pokmon	40	800000	50	Ruriri??????	Azurill	298	20	40	20	normal	3	0
"['Sturdy', 'Magnet Pull', 'Sand Force']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	45	5120	70	375	255	Compass Pokmon	135	1000000	30	Nosepass?m?Y?p?X	Nosepass	299	45	90	30	rock	3	0
"['Cute Charm', 'Normalize', 'Wonder Skin ']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	45	3840	70	260	255	Kitten Pokmon	45	800000	50	Eneco?G?l?R	Skitty	300	35	35	50	normal	3	0
"['Cute Charm', 'Normalize', 'Wonder Skin ']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	65	3840	70	400	60	Prim Pokmon	65	800000	70	Enekororo?G?l?R????	Delcatty	301	55	55	90	normal	3	0
"['Keen Eye', 'Stall', 'Prankster']"	1	1	1	1	2	0	1	1	1	1	1	1	0	0.5	0	1	1	1	85	6400	35	480	45	Darkness Pokmon	125	1059860	50	Yamirami???~???~	Sableye	302	85	115	20	dark	3	0
"['Hyper Cutter', 'Intimidate', 'Sheer Force']"	0.25	0.5	0	1	0.5	1	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	1	1	105	5120	70	480	45	Deceiver Pokmon	125	800000	50	Kucheat?N?`?[?g	Mawile	303	55	95	50	steel	3	0
"['Sturdy', 'Rock Head', 'Heavy Metal']"	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	70	8960	35	330	180	Iron Armor Pokmon	100	1250000	50	Cokodora?R?R?h??	Aron	304	40	40	30	steel	3	0
"['Sturdy', 'Rock Head', 'Heavy Metal']"	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	90	8960	35	430	90	Iron Armor Pokmon	140	1250000	60	Kodora?R?h??	Lairon	305	50	50	40	steel	3	0
"['Sturdy', 'Rock Head', 'Heavy Metal']"	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	140	8960	35	630	45	Iron Armor Pokmon	230	1250000	70	Bossgodora?{?X?S?h??	Aggron	306	60	80	50	steel	3	0
"['Pure Power', 'Telepathy']"	1	1	1	1	2	0.5	1	2	2	1	1	1	1	1	1	0.5	1	1	40	5120	70	280	180	Meditate Pokmon	55	1000000	30	Asanan?A?T?i??	Meditite	307	40	55	60	fighting	3	0
"['Pure Power', 'Telepathy']"	1	1	1	1	2	0.5	1	2	2	1	1	1	1	1	1	0.5	1	1	100	5120	70	510	90	Meditate Pokmon	85	1000000	60	Charem?`???[????	Medicham	308	80	85	100	fighting	3	0
"['Static', 'Lightningrod', 'Minus']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	45	5120	70	295	120	Lightning Pokmon	40	1250000	40	Rakurai???N???C	Electrike	309	65	40	65	electric	3	0
"['Static', 'Lightningrod', 'Minus']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	75	5120	70	575	45	Discharge Pokmon	80	1250000	70	Livolt???C?{???g	Manectric	310	135	80	135	electric	3	0
"['Plus', 'Lightningrod']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	50	5120	70	405	200	Cheering Pokmon	40	1000000	60	Prasle?v???X??	Plusle	311	85	75	95	electric	3	0
"['Minus', 'Volt Absorb']"	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	40	5120	70	405	200	Cheering Pokmon	50	1000000	60	Minun?}?C?i??	Minun	312	75	85	95	electric	3	0
"['Illuminate', 'Swarm', 'Prankster']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	73	3840	70	430	150	Firefly Pokmon	75	600000	65	Barubeat?o???r?[?g	Volbeat	313	47	85	85	bug	3	0
"['Oblivious', 'Tinted Lens', 'Prankster']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	47	3840	70	430	150	Firefly Pokmon	75	1640000	65	Illumise?C???~?[?[	Illumise	314	73	85	85	bug	3	0
"['Natural Cure', 'Poison Point', 'Leaf Guard']"	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	60	5120	70	400	150	Thorn Pokmon	45	1059860	50	Roselia???[???A	Roselia	315	100	80	65	grass	3	0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']"	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	43	5120	70	302	225	Stomach Pokmon	53	1640000	70	Gokulin?S?N????	Gulpin	316	43	53	40	poison	3	0
